datasets,organisations,operation,parameters,name,description,notes,severity,responsibility,end-date,entry-date,start-date
conservation-area,local-authority:SWD,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":328,""expected"":27}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:TAM,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":332,""expected"":9}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:TAW,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":335,""expected"":7}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:TAN,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":333,""expected"":19}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:TEI,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":336,""expected"":32}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:TFW,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":340,""expected"":8}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:TEN,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":337,""expected"":20}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:TES,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":338,""expected"":38}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:TEW,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":339,""expected"":14}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:THA,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":341,""expected"":27}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:THE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":342,""expected"":22}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:THR,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":343,""expected"":7}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:TON,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":345,""expected"":16}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:TOB,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":344,""expected"":24}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:TOR,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":346,""expected"":20}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:TRF,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":347,""expected"":21}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:TUN,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":348,""expected"":25}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:UTT,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":351,""expected"":34}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:VAL,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":352,""expected"":52}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WKF,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":370,""expected"":11}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WLL,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":373,""expected"":18}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WRT,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":385,""expected"":16}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WAW,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":357,""expected"":29}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WAT,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":355,""expected"":10}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WAE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":353,""expected"":43}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WEA,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":361,""expected"":33}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WEW,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":364,""expected"":10}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WBK,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":358,""expected"":53}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WDE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":359,""expected"":38}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WLA,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":371,""expected"":28}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WLI,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":372,""expected"":30}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WNUA,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":501909,""expected"":117}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WOX,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":383,""expected"":51}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WSK,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":386,""expected"":48}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WFUA,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":10001,""expected"":21}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WGN,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":367,""expected"":23}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WIL,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":368,""expected"":76}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WIN,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":369,""expected"":37}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WRL,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":384,""expected"":26}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WOI,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":379,""expected"":27}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WOK,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":380,""expected"":16}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WOC,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":378,""expected"":18}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WOT,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":382,""expected"":26}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WYC,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":390,""expected"":64}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WYO,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":393,""expected"":61}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WYR,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":394,""expected"":7}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:WYE,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":392,""expected"":17}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,national-park-authority:Q27178932,count_lpa_boundary,"{""lpa"":""{{ organisation.local_planning_authority }}"",""organisation_entity"":398,""expected"":47}",conservation area count comparison,A test to check there are the same number of conservation areas inside the {{ organisation.name }} boundary. It uses the local planning authority dataset.,,notice,external,,2024-12-11,2024-12-11
conservation-area,local-authority:ASF;local-authority:BAI;local-authority:BDG;local-authority:BIR;local-authority:BNE;local-authority:BOL;local-authority:BRO;local-authority:BST;local-authority:BUC;local-authority:CAS;local-authority:CAT;local-authority:CBF;local-authority:CMD;local-authority:CRY;local-authority:DAC;local-authority:DNC;local-authority:DOV;local-authority:DST;local-authority:ECA;local-authority:EHA;local-authority:EHE;local-authority:ENF;local-authority:EPS;local-authority:GAT;local-authority:GLO;local-authority:GRY;local-authority:HNS;local-authority:HOR;local-authority:HRY;local-authority:KEC;local-authority:KTT;local-authority:LBH;local-authority:LCE;local-authority:LIV;local-authority:LND;local-authority:MDW;local-authority:MIK;local-authority:NBL;local-authority:NED;local-authority:NET;local-authority:NEW;local-authority:NLN;local-authority:NSM;local-authority:NYUA;local-authority:PLY;local-authority:PTE;local-authority:RCH;local-authority:RDB;local-authority:ROH;local-authority:ROS;local-authority:SAL;local-authority:SAW;local-authority:SCA;local-authority:SGC;local-authority:SLF;local-authority:SNO;local-authority:SPE;local-authority:SST;local-authority:SUR;local-authority:SWK;local-authority:TAN;local-authority:TEN;local-authority:TEW;local-authority:TOB;local-authority:TRF;local-authority:TWH;local-authority:WAE;local-authority:WBK;local-authority:WFT;local-authority:WRL;local-authority:WSM;local-authority:YOR;national-park-authority:Q72617158,count_deleted_entities,"{""organisation_entity"":{{ organisation.entity }},""expected"":0}",Check no entities are missing from the entities on the active resource,A test to check there are no conservation-area entities missing from the entities on the active resource. It uses all active resource(s) from {{ organisation.name }}.,,notice,external,,2025-01-27,2025-01-27
conservation-area-document,local-authority:ASF;local-authority:BAI;local-authority:BDG;local-authority:BIR;local-authority:BNE;local-authority:BOL;local-authority:BRO;local-authority:BST;local-authority:BUC;local-authority:CAS;local-authority:CAT;local-authority:CBF;local-authority:CMD;local-authority:CRY;local-authority:DAC;local-authority:DNC;local-authority:DOV;local-authority:DST;local-authority:ECA;local-authority:EHA;local-authority:EHE;local-authority:ENF;local-authority:EPS;local-authority:GAT;local-authority:GLO;local-authority:GRY;local-authority:HNS;local-authority:HOR;local-authority:HRY;local-authority:KEC;local-authority:KTT;local-authority:LBH;local-authority:LCE;local-authority:LIV;local-authority:LND;local-authority:MDW;local-authority:MIK;local-authority:NBL;local-authority:NED;local-authority:NET;local-authority:NEW;local-authority:NLN;local-authority:NSM;local-authority:NYUA;local-authority:PLY;local-authority:PTE;local-authority:RCH;local-authority:RDB;local-authority:ROH;local-authority:ROS;local-authority:SAL;local-authority:SAW;local-authority:SCA;local-authority:SGC;local-authority:SLF;local-authority:SNO;local-authority:SPE;local-authority:SST;local-authority:SUR;local-authority:SWK;local-authority:TAN;local-authority:TEN;local-authority:TEW;local-authority:TOB;local-authority:TRF;local-authority:TWH;local-authority:WAE;local-authority:WBK;local-authority:WFT;local-authority:WRL;local-authority:WSM;local-authority:YOR;national-park-authority:Q72617158,count_deleted_entities,"{""organisation_entity"":{{ organisation.entity }},""expected"":0}",Check no entities are missing from the entities on the active resource,A test to check there are no conservation-area-document entities missing from the entities on the active resource. It uses all active resource(s) from {{ organisation.name }}.,,notice,external,,2025-01-27,2025-01-27
